TIPO,FECHA,DESCRIPCION,COMPRADOR_CODIGO,VENDEDOR_CODIGO
Buena, 24/06/20,"",https://www.mercadolibre.com.co/perfil/JFELY1,https://perfil.mercadolibre.com.co/MAUJA.STORE
Buena, 04/02/20,Excelente servicio,https://www.mercadolibre.com.co/perfil/JFGIRALDOSERNA,https://perfil.mercadolibre.com.co/TECHNOLOGYEXPRESSMS
Buena, 19/06/20,"",https://www.mercadolibre.com.co/perfil/JFGUTI,https://perfil.mercadolibre.com.co/CACHARRERIA2020
Buena, 17/09/20,alarma recibida buena atencion,https://www.mercadolibre.com.co/perfil/JFORERO ALEMAN,https://perfil.mercadolibre.com.co/CVSOLUTION
Buena, 30/08/20,"",https://www.mercadolibre.com.co/perfil/JFOREROH,https://perfil.mercadolibre.com.co/STEVENMARKET
Buena, 24/06/20,Muy amable,https://www.mercadolibre.com.co/perfil/JFOREROJR,https://perfil.mercadolibre.com.co/CGVMOBILEPHONES
Buena, 20/07/20,Todo perfecto.!,https://www.mercadolibre.com.co/perfil/JFPA2006,https://perfil.mercadolibre.com.co/BLISSTECHNOLOGY+COLOMBIA
Buena, 07/07/20,cumplió con todo lo ofrecido y la entrega fue rápida,https://www.mercadolibre.com.co/perfil/JFPCHAMBER,https://perfil.mercadolibre.com.co/DIGITALMTXSASDIGITALMTXSAS
Buena, 24/07/20,"",https://www.mercadolibre.com.co/perfil/JFSYSTEM2007,https://perfil.mercadolibre.com.co/JIS+IMPORTACIONES
Mala, 03/12/19,No lo recomiendo. Hice la compra y nunca despachó ni respondió a mis mensajes,https://www.mercadolibre.com.co/perfil/JFV60,https://perfil.mercadolibre.com.co/ZANTORINOSMUEBLES
Buena, 11/06/20,muy amable y cumplido,https://www.mercadolibre.com.co/perfil/JFVARELA,https://perfil.mercadolibre.com.co/AFICIONADOS+ALOSRELOJES
Buena, 30/06/20,Cumplió los procesos y tiempos indicados,https://www.mercadolibre.com.co/perfil/JGALLEGOMARIN,https://perfil.mercadolibre.com.co/ENLACEDIGITAL.CO
Buena, 14/08/20,"",https://www.mercadolibre.com.co/perfil/JGB21,https://perfil.mercadolibre.com.co/DISPLAYSTATION
Buena, 24/01/18,"",https://www.mercadolibre.com.co/perfil/JGEDLERJGEDLER..20181117100722,https://perfil.mercadolibre.com.co/COMPUCELL+COLOMBIA
Buena, 19/06/20,"Buen atención, y entrega oportuna del producto.",https://www.mercadolibre.com.co/perfil/JGONZALEZ6104,https://perfil.mercadolibre.com.co/CARBONTECH
Buena, 26/06/20,Buena atencion y entrega oportuna del producto.,https://www.mercadolibre.com.co/perfil/JGONZALEZ6104,https://perfil.mercadolibre.com.co/COMUNICACIONCELULARCOMCEL?brandId=867
Buena, 28/08/20,"Excelente servicio, confiable amable y claro en las respuestas",https://www.mercadolibre.com.co/perfil/JGONZALEZV1109,https://perfil.mercadolibre.com.co/GOODEXPERIENCE
Buena, 22/08/19,"",https://www.mercadolibre.com.co/perfil/JGROJAS0,https://perfil.mercadolibre.com.co/COMPUCELL+COLOMBIA
Mala, 30/08/20,mala la cálida de materia no es lo q hay en la foto en ella aparesen copas grandes dónde en el pedido no yegan vino puras pequeñas no megusto,https://www.mercadolibre.com.co/perfil/JGUERRA7020,https://perfil.mercadolibre.com.co/ENKSA+ONLINE
Buena, 23/07/20,"",https://www.mercadolibre.com.co/perfil/JGUERRERO_22,https://perfil.mercadolibre.com.co/BLUESHOP+IMPORTACIONES
Buena, 30/08/18,"Buen vendedor, muy cumplido, el envió fue muy rápido. recomiendo 100%",https://www.mercadolibre.com.co/perfil/JGVR2006,https://perfil.mercadolibre.com.co/TEDCELU
Buena, 16/07/20,Excelente producto,https://www.mercadolibre.com.co/perfil/JHAIROMR,https://perfil.mercadolibre.com.co/FREE-ZONE
Buena, 23/06/20,"",https://www.mercadolibre.com.co/perfil/JHANCARLOSMONTOYARESTERPO,https://perfil.mercadolibre.com.co/TECHNOLOGYRIVER
Buena, 14/03/18,No es lo que buscaba,https://www.mercadolibre.com.co/perfil/JHANCSALGADO,https://perfil.mercadolibre.com.co/INTERNACIONAL300
Buena, 01/09/20,"Entrega inmediata, buen producto a buen precio.",https://www.mercadolibre.com.co/perfil/JHANS333,https://perfil.mercadolibre.com.co/BLISSTECHNOLOGY+COLOMBIA
Buena, 29/08/20,"muy buena atención, execelente todo",https://www.mercadolibre.com.co/perfil/JHECIDALVAREZ,https://perfil.mercadolibre.com.co/KELLYJH30
Buena, 23/07/20,Excelente servicio y el producto mejor de lo que imaginé súper buenisimobuenísimo,https://www.mercadolibre.com.co/perfil/JHEFRYHERRERASALAZAR,https://perfil.mercadolibre.com.co/JIS+IMPORTACIONES
Buena, 03/02/19,"",https://www.mercadolibre.com.co/perfil/JHELIOS,https://perfil.mercadolibre.com.co/TECHNOLOGYEXPRESSMS
Buena, 15/04/16,Excelente 100 % recomendado,https://www.mercadolibre.com.co/perfil/JHERINCON,https://perfil.mercadolibre.com.co/TECNO-SHOOT
Buena, 19/08/20,"",https://www.mercadolibre.com.co/perfil/JHERNANDEZ5667,https://perfil.mercadolibre.com.co/TIENDANOSTRA.COM
Buena, 04/07/20,"",https://www.mercadolibre.com.co/perfil/JHERRERA8470,https://perfil.mercadolibre.com.co/XAVIIMPORTACIONES
Regular, 27/03/19,"",https://www.mercadolibre.com.co/perfil/JHOALP,https://perfil.mercadolibre.com.co/TECHNOLOGYEXPRESSMS
Buena, 19/11/19,exelente servicio,https://www.mercadolibre.com.co/perfil/JHOAN GMARTINEZ,https://perfil.mercadolibre.com.co/TECHNOLOGYEXPRESSMS
Buena, 14/08/20,Como siempre los mejores excelente product,https://www.mercadolibre.com.co/perfil/JHOANANDRE,https://perfil.mercadolibre.com.co/SKIN_WOLF
Buena, 29/06/20,"Vendedor de respondió todas mis preguntas, muy cumplido y responsable.",https://www.mercadolibre.com.co/perfil/JHOANLOPEZV,https://perfil.mercadolibre.com.co/FREDYGRANDAS
Buena, 04/08/20,"",https://www.mercadolibre.com.co/perfil/JHOANSBA54,https://perfil.mercadolibre.com.co/BLISSTECHNOLOGY+COLOMBIA
Buena, 02/09/20,"Excelente vendedor, responsable y cumplidor, no se logro la compra por que se agoto. Si vuelven a contar con existencias le comprale a él.",https://www.mercadolibre.com.co/perfil/JHOARIASBOHORQUEZ,https://perfil.mercadolibre.com.co/ACCESSORIESDELUXE
Regular, 12/10/17,El envío se realizó a tiempo pero el producto no fue el acordado por lo tanto se hizo devolución del producto recomendaría más atención para con los compradores,https://www.mercadolibre.com.co/perfil/JHOBANY RAMOS,https://perfil.mercadolibre.com.co/COMPUCELL+COLOMBIA
Buena, 30/07/20,muy rápida la entrega el equipo en perfecto estado,https://www.mercadolibre.com.co/perfil/JHOBARAMIREZ,https://perfil.mercadolibre.com.co/COMUNICACIONCELULARCOMCEL?brandId=867
Buena, 22/07/16,Persona honesta y cumplida al momento de entregar la silla.,https://www.mercadolibre.com.co/perfil/JHODIMATEBOHORQUEZ,https://perfil.mercadolibre.com.co/LILIMARTINEZ2012
Buena, 09/07/20,Buen tiempo de respuesta y de entrega del producto,https://www.mercadolibre.com.co/perfil/JHOHANSANABRIA,https://perfil.mercadolibre.com.co/MEDINAL8705
Buena, 10/12/15,Si pero hubo unos pequeños problemas y entonces decidí no comprarlo,https://www.mercadolibre.com.co/perfil/JHOJAN CRUZ,https://perfil.mercadolibre.com.co/CG+TECHNOLOGY
Buena, 18/06/20,"Fueron muy amables y diligentes con mis inquietudes y aunque tuve un inconveniente con el producto, recomiendo el servicio prestado.",https://www.mercadolibre.com.co/perfil/JHOJANCEBALLOS,https://perfil.mercadolibre.com.co/TODOENCARGO-CO
Buena, 14/11/18,"",https://www.mercadolibre.com.co/perfil/JHOJA_,https://perfil.mercadolibre.com.co/TS+ONLINE
Buena, 23/07/20,"Excelente atención, desde el mismo momento de la compra, el envío, todo excelente, los recomiendo mucho. Estaría encantado de volverles a comprar",https://www.mercadolibre.com.co/perfil/JHOMAFLA,https://perfil.mercadolibre.com.co/CAAN1734570
Buena, 16/07/20,"",https://www.mercadolibre.com.co/perfil/JHOMON88,https://perfil.mercadolibre.com.co/CAMILO+HERNANDEZSOLUCIONES
Buena, 16/06/20,"",https://www.mercadolibre.com.co/perfil/JHON DALEMAN,https://perfil.mercadolibre.com.co/TODOENCARGO-CO
Buena, 08/04/19,"",https://www.mercadolibre.com.co/perfil/JHON FLEIDER,https://perfil.mercadolibre.com.co/WONDERTECH+SAS
Buena, 25/07/20,entrega a tiempo bien empacado,https://www.mercadolibre.com.co/perfil/JHON KAMILO,https://perfil.mercadolibre.com.co/CAMILO+HERNANDEZSOLUCIONES
Buena, 30/10/19,"",https://www.mercadolibre.com.co/perfil/JHON0396,https://perfil.mercadolibre.com.co/TECHNOLOGYEXPRESSMS
Regular, 05/08/20,Nunca respondió y envío el color que no era.,https://www.mercadolibre.com.co/perfil/JHON2294,https://perfil.mercadolibre.com.co/CAMILO+HERNANDEZSOLUCIONES
Buena, 17/08/20,Excelente,https://www.mercadolibre.com.co/perfil/JHONABRIL99,https://perfil.mercadolibre.com.co/SIMARO_CO
Buena, 15/07/20,excelente,https://www.mercadolibre.com.co/perfil/JHONALEJANDROMURILLODIAZ,https://perfil.mercadolibre.com.co/BLUESHOP+IMPORTACIONES
Mala, 20/06/16,el vendedor no contesta los mensajes no es posible contactarlo,https://www.mercadolibre.com.co/perfil/JHONALEXANDEROTELOCUADROS,https://perfil.mercadolibre.com.co/TIENDAHERATECH.COM
Buena, 10/09/20,"buen casco bien como lo especifica la descripción, y el envió es muy puntual.",https://www.mercadolibre.com.co/perfil/JHONALEXANDERRUGEVILLARREAL,https://perfil.mercadolibre.com.co/OUTLETMOTERO.COM.CO
Buena, 09/12/19,"",https://www.mercadolibre.com.co/perfil/JHONALEXISCUNDUMI,https://perfil.mercadolibre.com.co/PAJO2141110
Buena, 26/08/20,"",https://www.mercadolibre.com.co/perfil/JHONALEXISCUNDUMI,https://perfil.mercadolibre.com.co/QUJO4044523
Buena, 18/08/19,"Cuando hice la compra llamé y confirmaron en línea. El pedido fue lo que compré, llegó en el tiempo estimado sin ningún problema. Recomendado!",https://www.mercadolibre.com.co/perfil/JHONALTUZARRA,https://perfil.mercadolibre.com.co/GAME+ANDTECHNOLOGY
Mala, 13/02/19,"",https://www.mercadolibre.com.co/perfil/JHONALVAROBEDOYASERNA,https://perfil.mercadolibre.com.co/INVERSIONESROJASURBINASAS
Buena, 03/07/20,"Excelente producto, amable atención y oportuna entrega. Recomendado.",https://www.mercadolibre.com.co/perfil/JHONAN ZORRILLA,https://perfil.mercadolibre.com.co/POWERSATCOLTDA
Buena, 19/09/20,Recomendado 100%,https://www.mercadolibre.com.co/perfil/JHONANDERSON52_DRC1,https://perfil.mercadolibre.com.co/DIFERO82
Buena, 14/07/20,Excelente,https://www.mercadolibre.com.co/perfil/JHONANJISE2013,https://perfil.mercadolibre.com.co/COMUNICACIONCELULARCOMCEL?brandId=867
Buena, 18/06/20,"",https://www.mercadolibre.com.co/perfil/JHONANTONIBARBOPERLAZA,https://perfil.mercadolibre.com.co/CGVMOBILEPHONES
Mala, 12/09/20,"Personalmente me fue mal, al mes la cajita no volvió a cargar y la empresa no me respondió por la garantía",https://www.mercadolibre.com.co/perfil/JHONARROS,https://perfil.mercadolibre.com.co/BLISSTECHNOLOGY+COLOMBIA
Mala, 16/05/20,"",https://www.mercadolibre.com.co/perfil/JHONATAN FORERO,https://perfil.mercadolibre.com.co/EDISONLINARES
Buena, 07/07/20,"",https://www.mercadolibre.com.co/perfil/JHONATAN FORERO,https://perfil.mercadolibre.com.co/CARBONTECH
Regular, 29/08/20,La amabilidad puede ayudarte a mejorar las ventas,https://www.mercadolibre.com.co/perfil/JHONATAN452,https://perfil.mercadolibre.com.co/TIENDAWINGERCO
Buena, 12/06/17,"",https://www.mercadolibre.com.co/perfil/JHONATAN829,https://perfil.mercadolibre.com.co/TECNO-SHOOT
Buena, 26/10/19,"",https://www.mercadolibre.com.co/perfil/JHONATANALEALB,https://perfil.mercadolibre.com.co/CELULARESBOGOTA7
Mala, 06/07/20,No me ha devuelto el dinero,https://www.mercadolibre.com.co/perfil/JHONATANBOTERO2015,https://perfil.mercadolibre.com.co/IMPORTACIONES+AJL
Buena, 30/08/20,"",https://www.mercadolibre.com.co/perfil/JHONATANCOBAS,https://perfil.mercadolibre.com.co/MEGATIENDAVIRTUAL77
Buena, 17/06/20,"",https://www.mercadolibre.com.co/perfil/JHONATANFABIANURIBE,https://perfil.mercadolibre.com.co/CGVMOBILEPHONES
Buena, 09/05/19,"",https://www.mercadolibre.com.co/perfil/JHONATANGARCIAALFARO,https://perfil.mercadolibre.com.co/TECNOSERVICJYL
Buena, 07/06/20,"",https://www.mercadolibre.com.co/perfil/JHONATANMEDINA2017,https://perfil.mercadolibre.com.co/COMUNICACIONCELULARCOMCEL?brandId=867
Mala, 24/08/20,nunca me llego,https://www.mercadolibre.com.co/perfil/JHONATANMEJIAZAPATA,https://perfil.mercadolibre.com.co/FEMI2861822
Buena, 19/06/20,"",https://www.mercadolibre.com.co/perfil/JHONATANMORA051,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA
Buena, 05/08/20,"",https://www.mercadolibre.com.co/perfil/JHONATANRB873,https://perfil.mercadolibre.com.co/TECNO_MOBIL
Buena, 11/07/20,"Todo muy bien y en perfecto estado, pero había pedido el celular en color rojo, llego azul pero todo muy bien.",https://www.mercadolibre.com.co/perfil/JHONATANSL29,https://perfil.mercadolibre.com.co/CELULARESBOGOT%C3%81
Buena, 21/08/20,"Excelente producto, llegó en el tiempo indicado",https://www.mercadolibre.com.co/perfil/JHONATHANFANTOLINEZ,https://perfil.mercadolibre.com.co/ACT+TECH
Buena, 26/08/20,"",https://www.mercadolibre.com.co/perfil/JHONBOYA,https://perfil.mercadolibre.com.co/MEGATIENDAVIRTUAL77
Buena, 10/11/17,son cumplidos,https://www.mercadolibre.com.co/perfil/JHONCAMARA,https://perfil.mercadolibre.com.co/TECNOCELDIGITAL
Buena, 03/08/20,"",https://www.mercadolibre.com.co/perfil/JHONCARLOSPARDOLOPEZ,https://perfil.mercadolibre.com.co/CARBONTECH
Buena, 30/11/16,si lo recomiendo. a ojo cerrado...muchas gracias..sigan asi..!!,https://www.mercadolibre.com.co/perfil/JHONCHARLISAGUILARGONZALES,https://perfil.mercadolibre.com.co/COMPUCELL+COLOMBIA
Buena, 20/05/20,"Una persona muy amable y realizó el envío de manera muy rápida, el producto llegó según lo especificado 100% recomendable",https://www.mercadolibre.com.co/perfil/JHONCHO96,https://perfil.mercadolibre.com.co/CANTORHENAO
Mala, 27/03/18,Irresponsable ya q no cumple con las capacidades de un vendedor amable y responsable con los productos q publica,https://www.mercadolibre.com.co/perfil/JHONCONTRY20,https://perfil.mercadolibre.com.co/TECNOCELDIGITAL
Buena, 28/07/20,"",https://www.mercadolibre.com.co/perfil/JHONCOVELLI,https://perfil.mercadolibre.com.co/CARBONTECH
Mala, 15/07/20,"no respondió, ni mando el producto",https://www.mercadolibre.com.co/perfil/JHONDANIELGAVIRIAGARCIA,https://perfil.mercadolibre.com.co/365BUY
Buena, 05/12/16,Excelente vendedor. Excelente producto,https://www.mercadolibre.com.co/perfil/JHONECALDERON,https://perfil.mercadolibre.com.co/NORATOSTORE
Buena, 30/08/20,"Llegó la máquina que esperaba y dentro del tiempo informado, siempre me informaron cómo estaba el envío y estuvieron pendientes de todo muchas graduasgracias",https://www.mercadolibre.com.co/perfil/JHONEDISON_GRI,https://perfil.mercadolibre.com.co/TIENDA+DELBARRIO
Buena, 09/06/20,"",https://www.mercadolibre.com.co/perfil/JHONEDUARDIZQUIERDOBARCO,https://perfil.mercadolibre.com.co/DRAG%C3%93N+CHINO
Regular, 24/08/16,me pareció un buen producto ...,https://www.mercadolibre.com.co/perfil/JHONEDWARFERRARO,https://perfil.mercadolibre.com.co/CELLUSTARS+SOLUCIONES+MOVILES
Buena, 30/04/16,"Muy puntual, Excelente atencion",https://www.mercadolibre.com.co/perfil/JHONEFESALAZAR,https://perfil.mercadolibre.com.co/CELLUSTARS+SOLUCIONES+MOVILES
Buena, 21/06/20,Muy serio y cumplidor.,https://www.mercadolibre.com.co/perfil/JHONFABERSNCHEZTORRES,https://perfil.mercadolibre.com.co/DIFERO82
Buena, 19/09/20,"muy amable, excelente producto. muy buena calidad. muchas gracias.",https://www.mercadolibre.com.co/perfil/JHONFER17,https://perfil.mercadolibre.com.co/DRAG%C3%93N+CHINO
Buena, 24/06/16,Excelente y cumplido vendedor. 100% recomendado.,https://www.mercadolibre.com.co/perfil/JHONFER27,https://perfil.mercadolibre.com.co/CG+TECHNOLOGY
Buena, 03/02/17,Excelente producto entrega eficiente.,https://www.mercadolibre.com.co/perfil/JHONFORER,https://perfil.mercadolibre.com.co/MRPCVENTAS
Buena, 17/06/20,mantiene informado al cliente sobre el estado de despacho del producto. muy buena trazabilidad en la compra,https://www.mercadolibre.com.co/perfil/JHONFREDYHERNANDEZLOZANO,https://perfil.mercadolibre.com.co/DRAG%C3%93N+CHINO
Buena, 27/04/20,Producto se entrega a tiempo. Vendedor resuelve dudas de inmediato. el producto es lo que se esperaba,https://www.mercadolibre.com.co/perfil/JHONFREDYHERNANDEZLOZANO,https://perfil.mercadolibre.com.co/PAJO2141110
Buena, 01/08/20,Muy amable. Mantiene comunicación constante. Recomendado,https://www.mercadolibre.com.co/perfil/JHONHA2011,https://perfil.mercadolibre.com.co/TIENDA+DELBARRIO
Buena, 28/08/20,El envío de realizó en las fechas que ellos indicaron inicialmente .,https://www.mercadolibre.com.co/perfil/JHONHENRYBARBOSADIAZ,https://perfil.mercadolibre.com.co/GLOBALMARKTRADINGSERVICES
Buena, 13/08/20,"",https://www.mercadolibre.com.co/perfil/JHONHERNANDEZDP,https://perfil.mercadolibre.com.co/AFICIONADOS+ALOSRELOJES
Buena, 30/06/20,"",https://www.mercadolibre.com.co/perfil/JHONIOSORIO59,https://perfil.mercadolibre.com.co/MAUJA.STORE
Buena, 21/06/20,Buena Empresa,https://www.mercadolibre.com.co/perfil/JHONJ.CAROECHAVEZ,https://perfil.mercadolibre.com.co/POWERSATCOLTDA
Buena, 23/07/20,"",https://www.mercadolibre.com.co/perfil/JHONJAIROBERNAL1989,https://perfil.mercadolibre.com.co/DRAG%C3%93N+CHINO
Buena, 25/07/20,"",https://www.mercadolibre.com.co/perfil/JHONJAIROE1986,https://perfil.mercadolibre.com.co/CELULARESBOGOT%C3%81
Buena, 11/06/20,"Muy buen vendedor, envía todo super rápido y está al tanto del envío y del seguimiento, además pendiente de todas las sugerencias necesarias para el pedido.",https://www.mercadolibre.com.co/perfil/JHONJAIROGOMEZGUTIERREZ,https://perfil.mercadolibre.com.co/DRAG%C3%93N+CHINO
Regular, 05/05/17,hay revisar los productos antes de calificarlos,https://www.mercadolibre.com.co/perfil/JHONJAIROLAVERDE20181027155837,https://perfil.mercadolibre.com.co/ICASER2788
Buena, 03/09/20,"Muy amable llegó el producto a tiempo pero no cumplieron con el colo que se pidió, ya voy pidiendo dos y los dos me quedaron rojo",https://www.mercadolibre.com.co/perfil/JHONJAIROLUCEROHUERTAS,https://perfil.mercadolibre.com.co/SHOPPING--WEB
Buena, 28/07/20,amable... siempre atento,https://www.mercadolibre.com.co/perfil/JHONJAIROMARTNEZARRIETA,https://perfil.mercadolibre.com.co/QUALITYTECNOLOGYSASQUALIT
Buena, 26/09/20,fue muy amable su atención exelente,https://www.mercadolibre.com.co/perfil/JHONJAIROMERCADOMONTERO,https://perfil.mercadolibre.com.co/SIJ+DISTRIBUCIONES
Buena, 27/07/20,fue amable y la atención que me brindo fue exelente,https://www.mercadolibre.com.co/perfil/JHONJAIROMERCADOMONTERO,https://perfil.mercadolibre.com.co/MEDINAL8705
Buena, 15/07/20,Cumple los términos de la compra; en tiempo y calidad del producto,https://www.mercadolibre.com.co/perfil/JHONJAIROPERDOMO,https://perfil.mercadolibre.com.co/DIFERO82
Buena, 25/12/15,www,https://www.mercadolibre.com.co/perfil/JHONJAIROROSEROPUENTES,https://perfil.mercadolibre.com.co/CG+TECHNOLOGY
Buena, 22/07/20,Excelente servicio ¿ El producto llega puntual.,https://www.mercadolibre.com.co/perfil/JHONJAIROVARGASILES,https://perfil.mercadolibre.com.co/SEENONIMPORTACIONES
Buena, 08/09/20,muy amable y responsable y muy ligero la entrega,https://www.mercadolibre.com.co/perfil/JHONJAIROVSQUEZDELGADO,https://perfil.mercadolibre.com.co/MEGATIENDAVIRTUAL77
Buena, 13/08/20,perfecto y la entrega super rápida,https://www.mercadolibre.com.co/perfil/JHONLAVOE,https://perfil.mercadolibre.com.co/TOOLDESIGN+OF.
Buena, 14/09/20,"",https://www.mercadolibre.com.co/perfil/JHONLEONARDOMONTAODUARTE,https://perfil.mercadolibre.com.co/BLUESHOP+IMPORTACIONES
Buena, 03/08/20,"",https://www.mercadolibre.com.co/perfil/JHONMA2106,https://perfil.mercadolibre.com.co/CAMILO+HERNANDEZSOLUCIONES
Buena, 19/08/20,El vendedor envió el producto con algo de demora el producto no me sirvió pero el vendedor me reintegro el dinero se que el fallo no es del vendedor..,https://www.mercadolibre.com.co/perfil/JHONNATANGIRONFRANCO,https://perfil.mercadolibre.com.co/CAMILO+HERNANDEZSOLUCIONES
Buena, 16/09/20,Excelente,https://www.mercadolibre.com.co/perfil/JHONNATANMENDEZGARCIA,https://perfil.mercadolibre.com.co/LJYX+COMPANY
Buena, 24/12/18,"Excelente supero mis expectativas, son los mejores!!!",https://www.mercadolibre.com.co/perfil/JHONNIERESTEBANGARCIA,https://perfil.mercadolibre.com.co/VENTAS_ITCEL
Buena, 19/03/20,demasiado brutal el equipo y la atencion al publico mejor aun!,https://www.mercadolibre.com.co/perfil/JHONNY261994,https://perfil.mercadolibre.com.co/TECHNOLOGYEXPRESSMS
Buena, 28/06/20,"Responsable, da información completa del producto y el envío",https://www.mercadolibre.com.co/perfil/JHONNYCAICEDOAGUIO,https://perfil.mercadolibre.com.co/TODO-EN-FITNESS
Buena, 09/07/20,Buen producto llego con bacober y en el tiempo de entrega minimo lo recomiendo,https://www.mercadolibre.com.co/perfil/JHONNYMBER,https://perfil.mercadolibre.com.co/CAMILO+HERNANDEZSOLUCIONES
Buena, 04/08/16,Respondió rapido,https://www.mercadolibre.com.co/perfil/JHONNYSALVAREZ,https://perfil.mercadolibre.com.co/DELCOMART
Mala, 03/08/20,"El vendedor es muy atento durante todo el proceso, pero lamentablemente el producto final fué calidad pésima diferente al de la publicación.",https://www.mercadolibre.com.co/perfil/JHONNYSLPZ,https://perfil.mercadolibre.com.co/YMAGINARIUM
Mala, 05/10/18,"",https://www.mercadolibre.com.co/perfil/JHONNY_PORTELA,https://perfil.mercadolibre.com.co/MRPCVENTAS
Buena, 29/08/20,"buen producto, fue rápido en la entrega del celular, todo en perfecto estado",https://www.mercadolibre.com.co/perfil/JHONOLIVEROSSNCHEZ,https://perfil.mercadolibre.com.co/COMUNICACIONCELULARCOMCEL?brandId=867
Buena, 24/01/19,"",https://www.mercadolibre.com.co/perfil/JHONOLIVEROSSNCHEZ,https://perfil.mercadolibre.com.co/CELLCOMP+COMUNICACIONES
Buena, 12/09/20,Llegó al otro día y hasta el momento estoy muy contento con mi Xiaomi Redmi Note 9 Pro.,https://www.mercadolibre.com.co/perfil/JHONROJOA,https://perfil.mercadolibre.com.co/CAFA3624533
Buena, 16/07/20,información clara y precisa muy atentos a las preguntas muy amable,https://www.mercadolibre.com.co/perfil/JHONSANCHEZ716,https://perfil.mercadolibre.com.co/COMUNICACIONCELULARCOMCEL?brandId=867
Buena, 14/04/20,"",https://www.mercadolibre.com.co/perfil/JHONTA2012,https://perfil.mercadolibre.com.co/VENTAS_ITCEL
Buena, 03/06/20,"",https://www.mercadolibre.com.co/perfil/JHONV4628,https://perfil.mercadolibre.com.co/CGVMOBILEPHONES
Buena, 14/08/20,"",https://www.mercadolibre.com.co/perfil/JHONWALTHERRIVEROSSALAZAR,https://perfil.mercadolibre.com.co/COMUNICACIONCELULARCOMCEL?brandId=867
Buena, 17/02/18,"el vendedor fue honesto, el producto salio bueno, el vendedor lo recomiendo a la comunidad de mercado libre",https://www.mercadolibre.com.co/perfil/JHONWILLIAMALEXANDERCARVAJAL,https://perfil.mercadolibre.com.co/KTIENDA
Buena, 28/07/20,"Excelente vendedor, muy serio y cumplido",https://www.mercadolibre.com.co/perfil/JHONY BRAVO0,https://perfil.mercadolibre.com.co/ANDRESJULIOMANOSALVA
Buena, 16/12/17,Producto entregado,https://www.mercadolibre.com.co/perfil/JHONYLBONI,https://perfil.mercadolibre.com.co/ICASER2788
Buena, 08/07/20,Muy amable y eficiente,https://www.mercadolibre.com.co/perfil/JHONYS77_17,https://perfil.mercadolibre.com.co/CACHARRERIA2020
Buena, 15/07/20,"",https://www.mercadolibre.com.co/perfil/JHON_NORENA,https://perfil.mercadolibre.com.co/CARBONTECH
Buena, 24/07/20,"Excelente servicio, muy amable",https://www.mercadolibre.com.co/perfil/JHON_SAENZ,https://perfil.mercadolibre.com.co/CAMILO+HERNANDEZSOLUCIONES
Buena, 06/07/20,"",https://www.mercadolibre.com.co/perfil/JHOOR HADINSON,https://perfil.mercadolibre.com.co/SHOPPING--WEB
Buena, 16/07/20,"",https://www.mercadolibre.com.co/perfil/JHORNEYREINA,https://perfil.mercadolibre.com.co/BLISSTECHNOLOGY+COLOMBIA
Mala, 09/06/20,No lo recomiendo. Hice el pago y no envió el producto. Q es eso? Una estafa? Q seriedad hay? Solo perdi tiempo. Estoy sin cel y sin trabajos pq sigo sin cel.,https://www.mercadolibre.com.co/perfil/JHORRANLUCENA,https://perfil.mercadolibre.com.co/JOSEBA2016
Buena, 17/08/20,"Excelente actitud, siempre atento a contestar las preguntas y pendiente de los trámites del envío del producto.",https://www.mercadolibre.com.co/perfil/JHOSANCHEZ3849,https://perfil.mercadolibre.com.co/CARBONTECH
Buena, 23/07/20,muy responsable lo recomiendo 100%,https://www.mercadolibre.com.co/perfil/JHOSEGT1234,https://perfil.mercadolibre.com.co/DIEGOTOBO
Buena, 18/08/20,"excelente , muy cumplido y rápido buen producto",https://www.mercadolibre.com.co/perfil/JHOSEP.3000,https://perfil.mercadolibre.com.co/NEW+K
Buena, 19/09/17,Es un buen vendedor,https://www.mercadolibre.com.co/perfil/JHOSI787,https://perfil.mercadolibre.com.co/DANIELNIVARDOLINARESCORDOBA
Buena, 30/03/19,"",https://www.mercadolibre.com.co/perfil/JHOTORRESMURILLO,https://perfil.mercadolibre.com.co/TS+ONLINE
Buena, 07/06/20,buen producto,https://www.mercadolibre.com.co/perfil/JHOVANYLOAIZAMUOZ,https://perfil.mercadolibre.com.co/MH+COL-STORE
Buena, 18/10/16,Excelente producto cumplio con todo lo pactado lo recomiendo,https://www.mercadolibre.com.co/perfil/JHOVASQUEZSALAZAR,https://perfil.mercadolibre.com.co/TRADERCOMCOLOMBIA
Buena, 20/08/20,"",https://www.mercadolibre.com.co/perfil/JHOZAMBRANNOESCOBAR,https://perfil.mercadolibre.com.co/CAMILO+HERNANDEZSOLUCIONES
Buena, 16/07/20,"Muy buen servicio y rapidez en la entrega, muy satisfecho con mi compra, muchas gracias",https://www.mercadolibre.com.co/perfil/JHO_ESPA,https://perfil.mercadolibre.com.co/DISRUPTIVOS
Buena, 27/12/19,excelente vendedor presta muy buen servicio quede muy satisfecho con la atención prestada lo recomiendo te ayuda si lo necesitas,https://www.mercadolibre.com.co/perfil/JHO_ZAPATA2010,https://perfil.mercadolibre.com.co/POSADMIN
