TIPO,FECHA,DESCRIPCION,COMPRADOR_CODIGO,VENDEDOR_CODIGO
Buena, 02/10/19,"",https://www.mercadolibre.com.co/perfil/DIEGODUARTE_55,https://perfil.mercadolibre.com.co/TECHNOLOGYEXPRESSMS
Buena, 04/06/20,"llegó muy rápido, excelente asesoría por parte del vendedor el cual estuvo muy pendiente de que llegara el producto correcto ¿",https://www.mercadolibre.com.co/perfil/DIEGODUVANROMEROGOMEZ,https://perfil.mercadolibre.com.co/CARBONTECH
Buena, 02/09/20,Excelente lo recomiendo,https://www.mercadolibre.com.co/perfil/DIEGOERA.121,https://perfil.mercadolibre.com.co/TECNOPIA.CO
Buena, 02/01/16,"Excelente servicio, producto y calidad sin igual 100% recomendados!!!",https://www.mercadolibre.com.co/perfil/DIEGOF1987,https://perfil.mercadolibre.com.co/CG+TECHNOLOGY
Regular, 17/09/20,no me gustó el proceso de compra. hace falta hacer el contacto con el vendedor. hice una consulta antes de comprar y fue contradictorio el envío del c,https://www.mercadolibre.com.co/perfil/DIEGOFABIANARANGOHERRERA,https://perfil.mercadolibre.com.co/CELUMOVIL+STORE
Buena, 29/06/20,Excelente,https://www.mercadolibre.com.co/perfil/DIEGOFELIPEFRANCOZRATE,https://perfil.mercadolibre.com.co/DIFERO82
Buena, 05/06/20,respondió siempre bien y el envío se hice dentro del tiempo establecido.,https://www.mercadolibre.com.co/perfil/DIEGOFER84,https://perfil.mercadolibre.com.co/JC_CHABARRO
Buena, 01/11/17,"Excelente Vendedor, Serio, Responsable, calidad en el Producto...Recomendado Ampliamente...",https://www.mercadolibre.com.co/perfil/DIEGOFERATUS,https://perfil.mercadolibre.com.co/NORATOSTORE
Buena, 13/03/20,"100% efectivo.. sin ninguna restriccion, condicion, o problema, lo recomiendo totalmente",https://www.mercadolibre.com.co/perfil/DIEGOFERCHO1987,https://perfil.mercadolibre.com.co/TRAL9157480
Buena, 18/10/15,"EXCELENTE VENDEDOR, MUY RECOMENDADO.",https://www.mercadolibre.com.co/perfil/DIEGOFERNANDO2007R,https://perfil.mercadolibre.com.co/CG+TECHNOLOGY
Buena, 03/07/20,La entrega fue muy rápida muy buen servicio lo recomiendo 100% el producto fue exactamente lo que se pidio,https://www.mercadolibre.com.co/perfil/DIEGOFERNANDOCAMPO,https://perfil.mercadolibre.com.co/COMUNICACIONCELULARCOMCEL?brandId=867
Buena, 26/06/20,excelente producto muy buenos tiempos de entrega,https://www.mercadolibre.com.co/perfil/DIEGOFERNANDOPARDOBARRERA,https://perfil.mercadolibre.com.co/POWERSATCOLTDA
Buena, 08/08/20,"vendedor muy atento, respondió todos los mensajes y el producto se recibió sin inconvenientes.",https://www.mercadolibre.com.co/perfil/DIEGOFER_11,https://perfil.mercadolibre.com.co/ENKSA+ONLINE
Buena, 02/01/16,Fue rapido y muy amable,https://www.mercadolibre.com.co/perfil/DIEGOFIGUEROA672,https://perfil.mercadolibre.com.co/DJ614928
Buena, 12/05/20,"",https://www.mercadolibre.com.co/perfil/DIEGOFRANCISCOLINARES,https://perfil.mercadolibre.com.co/CARDENASADELAIDA
Buena, 03/09/20,Recomendadísimo; entrega sus productos temprano y como se muestran en las imágenes de sus publicaciones.,https://www.mercadolibre.com.co/perfil/DIEGOGARCA141,https://perfil.mercadolibre.com.co/FREDYGRANDAS
Buena, 24/06/20,"Muy cumplido, siempre atento",https://www.mercadolibre.com.co/perfil/DIEGOGARCIA900,https://perfil.mercadolibre.com.co/CARBONTECH
Buena, 18/06/20,"",https://www.mercadolibre.com.co/perfil/DIEGOGMEZE,https://perfil.mercadolibre.com.co/TODOENCARGO-CO
Buena, 06/05/20,"",https://www.mercadolibre.com.co/perfil/DIEGOGUTIERREZ922,https://perfil.mercadolibre.com.co/GAALCEMO2008
Buena, 28/09/19,"",https://www.mercadolibre.com.co/perfil/DIEGOGUZMAN1994,https://perfil.mercadolibre.com.co/VANI3654330
Buena, 11/10/16,Vendedor 100% recomendado!,https://www.mercadolibre.com.co/perfil/DIEGOHERRERA86,https://perfil.mercadolibre.com.co/TECNOAPPS+ELECTRONICS
Mala, 18/09/20,muchas inconsistencias,https://www.mercadolibre.com.co/perfil/DIEGOJOSECASTILLORADAY,https://perfil.mercadolibre.com.co/CELUMOVIL+STORE
Buena, 05/06/20,EXCELENTE VENDE,https://www.mercadolibre.com.co/perfil/DIEGOL-1,https://perfil.mercadolibre.com.co/ASESOR+AMIGO
Buena, 27/02/18,Excelente,https://www.mercadolibre.com.co/perfil/DIEGOL-1,https://perfil.mercadolibre.com.co/BODEGATECNOLOGICA2011
Buena, 16/01/17,Excelente vendedor,https://www.mercadolibre.com.co/perfil/DIEGOL-1,https://perfil.mercadolibre.com.co/ICASER2788
Buena, 03/09/20,muy eficiente con el envio. Llegó antes de la previsto,https://www.mercadolibre.com.co/perfil/DIEGOLARANGO2,https://perfil.mercadolibre.com.co/CONNYIZQUIERDO
Buena, 19/08/20,Excelente servicio y puntualidad,https://www.mercadolibre.com.co/perfil/DIEGOLEONGARCIAOCAMPO,https://perfil.mercadolibre.com.co/CAMILO+HERNANDEZSOLUCIONES
Buena, 08/07/20,excelente vendedor. 100% confiable...,https://www.mercadolibre.com.co/perfil/DIEGOLOPEZLOAIZA,https://perfil.mercadolibre.com.co/TECHNOLOGYRIVER
Buena, 27/07/20,"",https://www.mercadolibre.com.co/perfil/DIEGOM222,https://perfil.mercadolibre.com.co/LOQUIERESLOTIENESYA
Buena, 01/12/18,"",https://www.mercadolibre.com.co/perfil/DIEGOM43,https://perfil.mercadolibre.com.co/TECHNOLOGYEXPRESSMS
Buena, 10/09/18,"",https://www.mercadolibre.com.co/perfil/DIEGOMARTINEZ410,https://perfil.mercadolibre.com.co/MRPCVENTAS
Buena, 20/08/20,Muy atento y siempre en contacto,https://www.mercadolibre.com.co/perfil/DIEGOMAURICIORUIZRODRIGUEZ,https://perfil.mercadolibre.com.co/HNSOLUTECH
Buena, 23/10/19,"",https://www.mercadolibre.com.co/perfil/DIEGOMAZO99,https://perfil.mercadolibre.com.co/TECHNOLOGYEXPRESSMS
Buena, 13/09/18,"",https://www.mercadolibre.com.co/perfil/DIEGOMEDINA502,https://perfil.mercadolibre.com.co/VENTAS_ITCEL
Buena, 02/07/18,"",https://www.mercadolibre.com.co/perfil/DIEGOMORA767,https://perfil.mercadolibre.com.co/NORATOSTORE
Buena, 13/08/17,"",https://www.mercadolibre.com.co/perfil/DIEGOMUNOZGO,https://perfil.mercadolibre.com.co/CELLCOMP+COMUNICACIONES
Buena, 24/06/20,me llegó lo esperado y antes del tiempo esperado,https://www.mercadolibre.com.co/perfil/DIEGONIETO369,https://perfil.mercadolibre.com.co/COMUNICACIONCELULARCOMCEL?brandId=867
Buena, 16/06/18,muy cumplidos gracias,https://www.mercadolibre.com.co/perfil/DIEGONKA26,https://perfil.mercadolibre.com.co/CELLUSTARS+SOLUCIONES+MOVILES
Buena, 20/08/20,"Cumplido, sin inconvenientes",https://www.mercadolibre.com.co/perfil/DIEGOPAD13,https://perfil.mercadolibre.com.co/TECNOPIA.CO
Buena, 05/09/20,"",https://www.mercadolibre.com.co/perfil/DIEGOPEA088,https://perfil.mercadolibre.com.co/WILTECHNO+SASA
Buena, 11/08/20,excelente producto y llego muy rápido,https://www.mercadolibre.com.co/perfil/DIEGORAIRAN,https://perfil.mercadolibre.com.co/DIFERO82
Buena, 05/06/20,"el producto se envió casi que de inmediato y llegó incluso antes de lo puesto en la app, recomendado (y)",https://www.mercadolibre.com.co/perfil/DIEGORB97,https://perfil.mercadolibre.com.co/SHOPPING--WEB
Buena, 06/02/18,La compra estuvo bien pero el servicio de envío deja mucho que desear,https://www.mercadolibre.com.co/perfil/DIEGORIOS75,https://perfil.mercadolibre.com.co/TDT.
Buena, 25/05/18,"",https://www.mercadolibre.com.co/perfil/DIEGORIZOLENIS,https://perfil.mercadolibre.com.co/TECNOLOGIAONLINEBOGOTA1
Buena, 17/03/20,"entrega súper rápida, la licuadora funcional justo lo que se había pedido",https://www.mercadolibre.com.co/perfil/DIEGOROMERO60,https://perfil.mercadolibre.com.co/VENTAS_ITCEL
Buena, 04/06/20,Buen vendedor y cumplido,https://www.mercadolibre.com.co/perfil/DIEGORUO29,https://perfil.mercadolibre.com.co/WIKIMARKET
Regular, 17/08/16,"No compre el equipo ya que venia en una caja la cual no correspondía a su imei, el teléfono al parecer tenia unos reportes por pérdida en movistar.",https://www.mercadolibre.com.co/perfil/DIEGOTOSORIO,https://perfil.mercadolibre.com.co/HMVARGAS1984
Mala, 03/08/20,"",https://www.mercadolibre.com.co/perfil/DIEGOUNCRACKASO,https://perfil.mercadolibre.com.co/TECNOEVOX+STORE
Buena, 05/05/20,Buena atencion,https://www.mercadolibre.com.co/perfil/DIEGOVEGAORTIZ,https://perfil.mercadolibre.com.co/DS+DIGITALTECHNOLOGY
Buena, 25/08/18,"",https://www.mercadolibre.com.co/perfil/DIEGOVERGELR,https://perfil.mercadolibre.com.co/TIENDA_NEW_TECH
Buena, 18/08/20,Buen vendedor. Amable atenció ny entrega a tiempo.,https://www.mercadolibre.com.co/perfil/DIEGOVIZCA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA
Buena, 28/08/18,"",https://www.mercadolibre.com.co/perfil/DIEGOXJ9,https://perfil.mercadolibre.com.co/JUANCARUEDA
Buena, 27/03/18,Buen vendedor muy cumplido,https://www.mercadolibre.com.co/perfil/DIEGOYACO,https://perfil.mercadolibre.com.co/GAALCEMO2008
Buena, 27/08/20,excelente servicio,https://www.mercadolibre.com.co/perfil/DIEGOYEPES1999,https://perfil.mercadolibre.com.co/MEGATIENDAVIRTUAL77
Buena, 25/06/20,Gratamente sorprendido con la rapidez y servicio.,https://www.mercadolibre.com.co/perfil/DIEGOZARCO,https://perfil.mercadolibre.com.co/TECNOPIA.CO
Buena, 12/09/20,Todo O.k!,https://www.mercadolibre.com.co/perfil/DIEGO_AACC,https://perfil.mercadolibre.com.co/FREDYGRANDAS
Buena, 25/08/20,Todo O.k!,https://www.mercadolibre.com.co/perfil/DIEGO_AACC,https://perfil.mercadolibre.com.co/AS+MOVIL
Buena, 07/07/20,"",https://www.mercadolibre.com.co/perfil/DIEGO_ALEGANDRO,https://perfil.mercadolibre.com.co/MRPCVENTAS
Buena, 10/09/20,excelente atención.,https://www.mercadolibre.com.co/perfil/DIER1836,https://perfil.mercadolibre.com.co/DEUSACOM
Buena, 14/08/20,Todo en orden,https://www.mercadolibre.com.co/perfil/DIETSENBELTRAN,https://perfil.mercadolibre.com.co/JIMBOZZ8
Buena, 07/10/17,Muy puntual y correcto,https://www.mercadolibre.com.co/perfil/DIEVERMONTEALEGRE,https://perfil.mercadolibre.com.co/MOBILEZONE+TOLIMA
Buena, 01/05/20,correcto,https://www.mercadolibre.com.co/perfil/DIEVERMONTEALEGRE,https://perfil.mercadolibre.com.co/GOES7191587
Buena, 13/08/20,Serviciales y rápidos. Muy atentos a las inquietudes y a cualquier pregunta o consulta del producto. Recomendados.,https://www.mercadolibre.com.co/perfil/DIEZAMX1,https://perfil.mercadolibre.com.co/JEFEPANDA.COM
Buena, 18/08/20,"",https://www.mercadolibre.com.co/perfil/DIEZDOCE,https://perfil.mercadolibre.com.co/SIMARO_CO
Buena, 20/05/20,"",https://www.mercadolibre.com.co/perfil/DIE_AVENDANO2010,https://perfil.mercadolibre.com.co/MUNDOMOVILMV
Buena, 10/07/20,rapido y miy pendiente de la compra,https://www.mercadolibre.com.co/perfil/DIE_CANO2011,https://perfil.mercadolibre.com.co/ALESSCOP
Buena, 09/01/17,"Excelente servicio, muy cumplido. Recomendado.",https://www.mercadolibre.com.co/perfil/DIE_QUINTERO2011,https://perfil.mercadolibre.com.co/INTERNACIONAL300
Buena, 11/01/17,"Un excelente vendedor, muy atento a brindar información del producto. El equipo lo recibí en perfecto estado. Super recomendado.",https://www.mercadolibre.com.co/perfil/DIFELOBON,https://perfil.mercadolibre.com.co/NORATOSTORE
Buena, 25/06/20,Total satisfacción !!! Gracias,https://www.mercadolibre.com.co/perfil/DIFER2008,https://perfil.mercadolibre.com.co/CACHARRERIA2020
Buena, 05/01/17,Exelente,https://www.mercadolibre.com.co/perfil/DIFERCS71,https://perfil.mercadolibre.com.co/TECNOUNO+GSM
Buena, 27/07/20,Muy buen vendedor puntualidad y servicio,https://www.mercadolibre.com.co/perfil/DIFERO5327,https://perfil.mercadolibre.com.co/BLISSTECHNOLOGY+COLOMBIA
Buena, 12/07/20,"",https://www.mercadolibre.com.co/perfil/DIGISATEL,https://perfil.mercadolibre.com.co/HNSOLUTECH
Buena, 27/07/20,Todo perfecto. xcelente experienciaE,https://www.mercadolibre.com.co/perfil/DIGITAL HOBBIES,https://perfil.mercadolibre.com.co/TOOLDESIGN+OF.
Buena, 25/04/16,Muy agiles y amables. Excelente producto -Recomendados.,https://www.mercadolibre.com.co/perfil/DIGITAL70,https://perfil.mercadolibre.com.co/JUANC_K
Buena, 31/01/16,Artículo 100% original. Excelente vendedor! Recomendado. Muchas gracias.,https://www.mercadolibre.com.co/perfil/DIGITALTRONICS,https://perfil.mercadolibre.com.co/CG+TECHNOLOGY
Buena, 13/09/20,exelente pues el producto yego bien y a tiempo,https://www.mercadolibre.com.co/perfil/DIHE4188169,https://perfil.mercadolibre.com.co/AFICIONADOS+ALOSRELOJES
Buena, 11/04/17,Excelente vendedor lo recomiendo al 100% muy atentos y serviciales de los mejores en mercado libre...,https://www.mercadolibre.com.co/perfil/DIHU3940686,https://perfil.mercadolibre.com.co/COMPUCELL+COLOMBIA
Buena, 21/06/17,muy cumplido con el envio,https://www.mercadolibre.com.co/perfil/DIJA3602094,https://perfil.mercadolibre.com.co/MRPCVENTAS
Mala, 25/09/20,"",https://www.mercadolibre.com.co/perfil/DIJH5086940,https://perfil.mercadolibre.com.co/STOPCASE2
Buena, 15/07/20,"",https://www.mercadolibre.com.co/perfil/DIJO2735003,https://perfil.mercadolibre.com.co/BLISSTECHNOLOGY+COLOMBIA
Buena, 31/08/20,"no es la primera vez que compro en esta tienda y tengo que decir que son los mejores, son serios y los productos cumplen con las especificaciones.",https://www.mercadolibre.com.co/perfil/DIJO7865326,https://perfil.mercadolibre.com.co/BLISSTECHNOLOGY+COLOMBIA
Buena, 09/05/16,"CUMPLIÓ LA CITA PARA VER EL PRODUCTO ,PERO NO ME INTERESO,NO LO COMPRE.",https://www.mercadolibre.com.co/perfil/DIJU5808485,https://perfil.mercadolibre.com.co/THE+CROW2008
Buena, 03/05/17,No decidí comprar el producto y me hicieron la devolución del dinero. Sera en otra ocasión.,https://www.mercadolibre.com.co/perfil/DIJU7589627,https://perfil.mercadolibre.com.co/COMPUCELL+COLOMBIA
Buena, 07/09/20,si me atendio bien pues yo estoy satisfecho con el trabajo de el,https://www.mercadolibre.com.co/perfil/DIJU8221134,https://perfil.mercadolibre.com.co/CARBONTECH
Mala, 28/04/20,"Me permito informar que el producto llego en mal estado, ya le reporte al vendedor, y me solicito reportarlo .",https://www.mercadolibre.com.co/perfil/DILA9762246,https://perfil.mercadolibre.com.co/SEBASTIANALEJANDROBAUTISTABA
Mala, 08/07/20,"",https://www.mercadolibre.com.co/perfil/DILIABALDOVINO,https://perfil.mercadolibre.com.co/ANGULOHOYOS
Buena, 04/08/20,"",https://www.mercadolibre.com.co/perfil/DILIAROYSDILIAROYS,https://perfil.mercadolibre.com.co/BLUESHOP+IMPORTACIONES
Buena, 11/12/17,Fue oportuno ante mi solicitud y eficiente ante la solución de la misma. Gracias,https://www.mercadolibre.com.co/perfil/DILOREN.V,https://perfil.mercadolibre.com.co/TECNO-SHOOT
Buena, 04/06/20,funciona muy bien en macbook air 2017,https://www.mercadolibre.com.co/perfil/DILUJA,https://perfil.mercadolibre.com.co/DS+DIGITALTECHNOLOGY
Buena, 08/09/20,"buen producto, aunque yo le eche laca a los globos para que brillara mas",https://www.mercadolibre.com.co/perfil/DIMAHOVAA,https://perfil.mercadolibre.com.co/JAG+COLOMBIA
Buena, 30/08/20,"",https://www.mercadolibre.com.co/perfil/DIMENSIONN,https://perfil.mercadolibre.com.co/LJYX+COMPANY
Buena, 12/08/20,cumplidos con el producto,https://www.mercadolibre.com.co/perfil/DIMI9267167,https://perfil.mercadolibre.com.co/MITIENDAXIAOMI
Regular, 06/06/20,demorado el envió del producto,https://www.mercadolibre.com.co/perfil/DIMIDU2023,https://perfil.mercadolibre.com.co/QUALITYTECNOLOGYSASQUALIT
Buena, 24/07/20,"",https://www.mercadolibre.com.co/perfil/DINAJDAVID,https://perfil.mercadolibre.com.co/COMUNICACIONCELULARCOMCEL?brandId=867
Buena, 29/12/19,gracias ya tengo la compra en mis manos,https://www.mercadolibre.com.co/perfil/DINAMARCELAZARAZO,https://perfil.mercadolibre.com.co/LUISARMANDOGUTIEREZNAVARRO
Buena, 04/07/19,"",https://www.mercadolibre.com.co/perfil/DINAMICORB,https://perfil.mercadolibre.com.co/TECHNOLOGYEXPRESSMS
Buena, 11/09/20,"",https://www.mercadolibre.com.co/perfil/DINCALVO,https://perfil.mercadolibre.com.co/VIRTUAL-VENTAS+INC
Mala, 14/05/20,"",https://www.mercadolibre.com.co/perfil/DINDICO4,https://perfil.mercadolibre.com.co/ITG..
Buena, 20/08/20,Buena atención por parte del vendedor.,https://www.mercadolibre.com.co/perfil/DINE5756637,https://perfil.mercadolibre.com.co/IMPORTELLCO
Buena, 14/08/20,Estuvo pendiente,https://www.mercadolibre.com.co/perfil/DINI14013,https://perfil.mercadolibre.com.co/DIFERO82
Buena, 11/08/20,Muy bien la calidad y terminados del producto excelentes.,https://www.mercadolibre.com.co/perfil/DINIMO,https://perfil.mercadolibre.com.co/JAG+COLOMBIA
Buena, 05/09/20,"",https://www.mercadolibre.com.co/perfil/DINIMO,https://perfil.mercadolibre.com.co/SERVICEIWORLD
Buena, 28/11/17,"",https://www.mercadolibre.com.co/perfil/DIOBARRAZA,https://perfil.mercadolibre.com.co/TECNOCELDIGITAL
Buena, 28/06/20,Envío lo comprado y llego antes del tiempo acordad,https://www.mercadolibre.com.co/perfil/DIOFANORBAYONAORTIZ,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA
Mala, 09/07/20,Es una ESTAFA me entregó solo unas tijeras por 50 mil pesos. Estas personas deberían estar en la cárcel y no estafando a través de mercado libre.,https://www.mercadolibre.com.co/perfil/DIOGENESDELACRUZ,https://perfil.mercadolibre.com.co/TODO-EN-FITNESS
Buena, 10/09/20,muy amable respondió todas mis preguntas.,https://www.mercadolibre.com.co/perfil/DIOMEDISTA100,https://perfil.mercadolibre.com.co/SAKA3111156
Buena, 23/08/16,MUY BUEN SERVICIO... MUCHAS GRACIAS!,https://www.mercadolibre.com.co/perfil/DIONER PEREZ,https://perfil.mercadolibre.com.co/TRADERCOMCOLOMBIA
Buena, 07/07/20,", Muchas gracias Ya me llegó la mercancía muy buena",https://www.mercadolibre.com.co/perfil/DIORYSMARTINEZYEPEZ,https://perfil.mercadolibre.com.co/TODOENCARGO-CO
Buena, 14/09/20,"",https://www.mercadolibre.com.co/perfil/DIPAMUDE,https://perfil.mercadolibre.com.co/MEGATIENDAVIRTUAL77
Buena, 30/06/20,"",https://www.mercadolibre.com.co/perfil/DIPAOCASTRO,https://perfil.mercadolibre.com.co/DIEGOTOBO
Buena, 31/08/20,exelente vendedor buena atencion y entrega el pedido a tiempo le doy 10000 estrellas es el mejor se los recomiendo a todos ed el mejor de mercado libr,https://www.mercadolibre.com.co/perfil/DIRALILIAVARGAS,https://perfil.mercadolibre.com.co/CARBONTECH
Buena, 11/08/19,Todo bien,https://www.mercadolibre.com.co/perfil/DIROBLANCO,https://perfil.mercadolibre.com.co/MARCEVENTAS2020
Buena, 20/12/19,Muy atento y ágil en todo el proceso de entrega.,https://www.mercadolibre.com.co/perfil/DIS-TEK IMPORTADORES,https://perfil.mercadolibre.com.co/IMPORTADOR_DISTEK
Buena, 07/08/20,"",https://www.mercadolibre.com.co/perfil/DISA9317603,https://perfil.mercadolibre.com.co/YMAGINARIUM
Regular, 30/08/20,"",https://www.mercadolibre.com.co/perfil/DISAGITARIO,https://perfil.mercadolibre.com.co/LATINPORT
Buena, 25/08/20,Amable,https://www.mercadolibre.com.co/perfil/DISAMONY,https://perfil.mercadolibre.com.co/LATINPORT
Buena, 15/09/20,"",https://www.mercadolibre.com.co/perfil/DISE3046430,https://perfil.mercadolibre.com.co/CARBONTECH
Buena, 24/07/20,Me llegó en perfecto estado y en la fecha indicada,https://www.mercadolibre.com.co/perfil/DISE370787,https://perfil.mercadolibre.com.co/BLISSTECHNOLOGY+COLOMBIA
Mala, 19/12/19,"",https://www.mercadolibre.com.co/perfil/DISELINAORTIZ,https://perfil.mercadolibre.com.co/EDILMAPERTUZ
Buena, 23/09/20,Muy amable y atento a solucionar el inconveniente,https://www.mercadolibre.com.co/perfil/DISO3829958,https://perfil.mercadolibre.com.co/AS+MOVIL
Buena, 08/06/20,"",https://www.mercadolibre.com.co/perfil/DISTRIBUCIONES MEDTGOL,https://perfil.mercadolibre.com.co/TECHNOLOGYEXPRESSMS
Regular, 03/07/17,no se concreto compra,https://www.mercadolibre.com.co/perfil/DISTRIBUIDORA-SANTUCCI,https://perfil.mercadolibre.com.co/MRPCVENTAS
Buena, 24/12/16,Recomiendo el vendedor 100%,https://www.mercadolibre.com.co/perfil/DISTRICOMP COLOMBIA,https://perfil.mercadolibre.com.co/CG+TECHNOLOGY
Buena, 28/12/16,Un consejo cambien a la mensajeria,https://www.mercadolibre.com.co/perfil/DISTRITO120,https://perfil.mercadolibre.com.co/CELLUSTARS+SOLUCIONES+MOVILES
Buena, 05/09/20,Muy atento. No había el color que yo quería y lo consiguió súper rápido. Amable y contesta los mensajes pronto. Muy recomendado.,https://www.mercadolibre.com.co/perfil/DIVAGRATIAPEREALPEZ,https://perfil.mercadolibre.com.co/PEWI5430441
Buena, 13/07/17,Super,https://www.mercadolibre.com.co/perfil/DIVASCELL,https://perfil.mercadolibre.com.co/BLUETRADERSBLUETRADERS
Mala, 08/07/20,"es una copia, las imágenes aparecen a blanco y negro, indicando, la portada está mal cortada y además llegó 20 días tarda",https://www.mercadolibre.com.co/perfil/DIVI6993123,https://perfil.mercadolibre.com.co/IMPORTACIONES+PRIME
Buena, 25/03/19,"",https://www.mercadolibre.com.co/perfil/DIVIER L..,https://perfil.mercadolibre.com.co/VENTAS_ITCEL
Buena, 27/06/20,"",https://www.mercadolibre.com.co/perfil/DIVISOFIAARTEAGAMISAL,https://perfil.mercadolibre.com.co/JCANON25
Buena, 29/12/18,El tiempo de espera fue mayor al acordado. Poca comunicación. Articulo igual al ofertado. Gracias,https://www.mercadolibre.com.co/perfil/DIVOJARA,https://perfil.mercadolibre.com.co/TODO_MPH
Regular, 11/06/20,"Llegó en el tiempo informado,pero faltaron unas piezas del producto 15 puntas flexibles de 20 que decian venir, toalla y 1 jeringa.",https://www.mercadolibre.com.co/perfil/DIZ93,https://perfil.mercadolibre.com.co/TODO-EN-FITNESS
Buena, 23/12/17,Es un buen producto y la persona es confiable Muchas gracias por el producto,https://www.mercadolibre.com.co/perfil/DIZU674583,https://perfil.mercadolibre.com.co/TECNOCELDIGITAL
Buena, 10/08/17,Buen producto,https://www.mercadolibre.com.co/perfil/DJ+PATRICK,https://perfil.mercadolibre.com.co/DANIELNIVARDOLINARESCORDOBA
Buena, 07/09/20,excelente vendedor,https://www.mercadolibre.com.co/perfil/DJ.HAMER,https://perfil.mercadolibre.com.co/CAMILO+HERNANDEZSOLUCIONES
Buena, 10/05/20,"",https://www.mercadolibre.com.co/perfil/DJ.HAMER,https://perfil.mercadolibre.com.co/DS+DIGITALTECHNOLOGY
Buena, 10/07/20,"cumplido, entrego el mismo día de la compra",https://www.mercadolibre.com.co/perfil/DJARIZAS462,https://perfil.mercadolibre.com.co/TECNOPIA.CO
Buena, 02/09/20,"excelente servicio, fueron muy rápidos enviando el producto. Al final está mejor de lo que esperaba!!! gracias",https://www.mercadolibre.com.co/perfil/DJDANIELCALANOVA,https://perfil.mercadolibre.com.co/ALDOBOLI03
Buena, 05/12/19,excelente !!! muy recomendables,https://www.mercadolibre.com.co/perfil/DJEDWARD2015,https://perfil.mercadolibre.com.co/MOKA8853040
Buena, 23/12/17,"Muy buen servicio, del resto Servientrega es re peye 2 o 3 días más !! El vendedor excelente",https://www.mercadolibre.com.co/perfil/DJFRITZCOLOMBIA,https://perfil.mercadolibre.com.co/4EVER+PROMO
Buena, 29/08/20,Recomendado,https://www.mercadolibre.com.co/perfil/DJGERARDMART,https://perfil.mercadolibre.com.co/CDMULTIMARCAS
Buena, 09/09/20,"",https://www.mercadolibre.com.co/perfil/DJHERNANDEZOMAR,https://perfil.mercadolibre.com.co/STEVENMARKET
Buena, 24/07/20,"",https://www.mercadolibre.com.co/perfil/DJJUDA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA
Buena, 05/05/20,exelente vendedor y como persona una cálida muy responsable teléfonos sellados nuevos y giros a tiempo se lo recomiendo a ojos cerrados gracias,https://www.mercadolibre.com.co/perfil/DJMAUXX,https://perfil.mercadolibre.com.co/EDISONLINARES
Buena, 01/06/20,Entrega rapida,https://www.mercadolibre.com.co/perfil/DJMEDLEY,https://perfil.mercadolibre.com.co/TECNOPIA.CO
Buena, 07/08/19,"",https://www.mercadolibre.com.co/perfil/DJNITROTOXIC,https://perfil.mercadolibre.com.co/KLIKR.CO
Buena, 13/08/19,"",https://www.mercadolibre.com.co/perfil/DJTOROMIX,https://perfil.mercadolibre.com.co/SUPERIORCOMUNICACION
Buena, 22/12/15,"Todo correcto, vendedor recomendado",https://www.mercadolibre.com.co/perfil/DJUMEK,https://perfil.mercadolibre.com.co/CG+TECHNOLOGY
Buena, 09/06/20,Gracias por todo!,https://www.mercadolibre.com.co/perfil/DKNIGHT20,https://perfil.mercadolibre.com.co/TIENDA+INTERCOMPRA
Buena, 04/01/18,"Súper rápido el proceso de compra, excelente atención y servicio, 100% recomendado.",https://www.mercadolibre.com.co/perfil/DLACROIX,https://perfil.mercadolibre.com.co/TECNOCELDIGITAL
Buena, 28/09/15,Recomendado 100%,https://www.mercadolibre.com.co/perfil/DLCANABA,https://perfil.mercadolibre.com.co/CG+TECHNOLOGY
Buena, 06/08/20,"Buen vendedor, producto esperado y muy puntuales.",https://www.mercadolibre.com.co/perfil/DLGOMEZR,https://perfil.mercadolibre.com.co/CAMILO+HERNANDEZSOLUCIONES
Buena, 29/06/20,Excelente producto y servicio!,https://www.mercadolibre.com.co/perfil/DLOMANTO,https://perfil.mercadolibre.com.co/FREE-ZONE
Buena, 15/11/19,"",https://www.mercadolibre.com.co/perfil/DLUZYURANYD,https://perfil.mercadolibre.com.co/COLCELTECK2020
Buena, 29/08/20,Llego antes de lo previsto. Lo recomie,https://www.mercadolibre.com.co/perfil/DLXRAINCOATSAS,https://perfil.mercadolibre.com.co/GOODEXPERIENCE
Buena, 23/07/20,"",https://www.mercadolibre.com.co/perfil/DM707741,https://perfil.mercadolibre.com.co/BLISSTECHNOLOGY+COLOMBIA
Buena, 11/01/20,"",https://www.mercadolibre.com.co/perfil/DM9884966,https://perfil.mercadolibre.com.co/TECHNOLOGYEXPRESSMS
Buena, 21/04/16,Buen servicio,https://www.mercadolibre.com.co/perfil/DMAGTEC0,https://perfil.mercadolibre.com.co/CLARA_POVEDA1984
Buena, 17/05/17,"Excelente Vendedor. Atento, responsable. Producto tal como aparece en la descripcion. Muchas Gracias.",https://www.mercadolibre.com.co/perfil/DMARROA,https://perfil.mercadolibre.com.co/BODEGATECNOLOGICA2011
