CODIGO,ES_VENDEDOR,ES_COMPRADOR,FECHA_INICIO,URL,NOMBRE,MUNICIPIO_CODIGO
https://www.mercadolibre.com.co/perfil/ARYSTOTELES,0,1,"",https://www.mercadolibre.com.co/perfil/ARYSTOTELES,ARYSTOTELES,null
https://www.mercadolibre.com.co/perfil/ARYU8170109,0,1,"",https://www.mercadolibre.com.co/perfil/ARYU8170109,ARYU8170109,null
https://www.mercadolibre.com.co/perfil/ASADOSYCOSTILLASCOSTILLAS,0,1,"",https://www.mercadolibre.com.co/perfil/ASADOSYCOSTILLASCOSTILLAS,ASADOSYCOSTILLASCOSTILLAS,null
https://www.mercadolibre.com.co/perfil/ASANCHEZ4465,0,1,"",https://www.mercadolibre.com.co/perfil/ASANCHEZ4465,ASANCHEZ4465,null
https://www.mercadolibre.com.co/perfil/ASARRIAV,0,1,"",https://www.mercadolibre.com.co/perfil/ASARRIAV,ASARRIAV,null
https://www.mercadolibre.com.co/perfil/ASAS4008880,0,1,"",https://www.mercadolibre.com.co/perfil/ASAS4008880,ASAS4008880,null
https://www.mercadolibre.com.co/perfil/ASBEJAR,0,1,"",https://www.mercadolibre.com.co/perfil/ASBEJAR,ASBEJAR,null
https://www.mercadolibre.com.co/perfil/ASBELPEREA,0,1,"",https://www.mercadolibre.com.co/perfil/ASBELPEREA,ASBELPEREA,null
https://www.mercadolibre.com.co/perfil/ASDA8867534,0,1,"",https://www.mercadolibre.com.co/perfil/ASDA8867534,ASDA8867534,null
https://www.mercadolibre.com.co/perfil/ASDRUBALBUITRAGO,0,1,"",https://www.mercadolibre.com.co/perfil/ASDRUBALBUITRAGO,ASDRUBALBUITRAGO,null
https://www.mercadolibre.com.co/perfil/ASENETHGAMEZ,0,1,"",https://www.mercadolibre.com.co/perfil/ASENETHGAMEZ,ASENETHGAMEZ,null
https://www.mercadolibre.com.co/perfil/ASERTIELECTRONICCOLOMBIASAS,0,1,"",https://www.mercadolibre.com.co/perfil/ASERTIELECTRONICCOLOMBIASAS,ASERTIELECTRONICCOLOMBIASAS,null
https://www.mercadolibre.com.co/perfil/ASESORIASJAVIER,0,1,"",https://www.mercadolibre.com.co/perfil/ASESORIASJAVIER,ASESORIASJAVIER,null
https://www.mercadolibre.com.co/perfil/ASGP1435,0,1,"",https://www.mercadolibre.com.co/perfil/ASGP1435,ASGP1435,null
https://www.mercadolibre.com.co/perfil/ASHLYGUTIRREZ,0,1,"",https://www.mercadolibre.com.co/perfil/ASHLYGUTIRREZ,ASHLYGUTIRREZ,null
https://www.mercadolibre.com.co/perfil/ASH_RUIZ,0,1,"",https://www.mercadolibre.com.co/perfil/ASH_RUIZ,ASH_RUIZ,null
https://www.mercadolibre.com.co/perfil/ASJJY,0,1,"",https://www.mercadolibre.com.co/perfil/ASJJY,ASJJY,null
https://www.mercadolibre.com.co/perfil/ASKA8025064,0,1,"",https://www.mercadolibre.com.co/perfil/ASKA8025064,ASKA8025064,null
https://www.mercadolibre.com.co/perfil/ASLEASENDRA,0,1,"",https://www.mercadolibre.com.co/perfil/ASLEASENDRA,ASLEASENDRA,null
https://www.mercadolibre.com.co/perfil/ASMARAMUSIC,0,1,"",https://www.mercadolibre.com.co/perfil/ASMARAMUSIC,ASMARAMUSIC,null
https://www.mercadolibre.com.co/perfil/ASMARJACOBO,0,1,"",https://www.mercadolibre.com.co/perfil/ASMARJACOBO,ASMARJACOBO,null
https://www.mercadolibre.com.co/perfil/ASTERIX4,0,1,"",https://www.mercadolibre.com.co/perfil/ASTERIX4,ASTERIX4,null
https://www.mercadolibre.com.co/perfil/ASTOM1379,0,1,"",https://www.mercadolibre.com.co/perfil/ASTOM1379,ASTOM1379,null
https://www.mercadolibre.com.co/perfil/ASTRO_CELL,0,1,"",https://www.mercadolibre.com.co/perfil/ASTRO_CELL,ASTRO_CELL,null
https://www.mercadolibre.com.co/perfil/ATABARESATABARES,0,1,"",https://www.mercadolibre.com.co/perfil/ATABARESATABARES,ATABARESATABARES,null
https://www.mercadolibre.com.co/perfil/ATAVASAN,0,1,"",https://www.mercadolibre.com.co/perfil/ATAVASAN,ATAVASAN,null
https://www.mercadolibre.com.co/perfil/ATIKIREATIKIRE,0,1,"",https://www.mercadolibre.com.co/perfil/ATIKIREATIKIRE,ATIKIREATIKIRE,null
https://www.mercadolibre.com.co/perfil/ATIQUE1.2,0,1,"",https://www.mercadolibre.com.co/perfil/ATIQUE1.2,ATIQUE1.2,null
https://www.mercadolibre.com.co/perfil/ATJH4405376,0,1,"",https://www.mercadolibre.com.co/perfil/ATJH4405376,ATJH4405376,null
https://www.mercadolibre.com.co/perfil/ATJU955959,0,1,"",https://www.mercadolibre.com.co/perfil/ATJU955959,ATJU955959,null
https://www.mercadolibre.com.co/perfil/ATLAS1975,0,1,"",https://www.mercadolibre.com.co/perfil/ATLAS1975,ATLAS1975,null
https://www.mercadolibre.com.co/perfil/ATMEO,0,1,"",https://www.mercadolibre.com.co/perfil/ATMEO,ATMEO,null
